file_name,TP,FP,FN,precision,recall,f1_score,detail_type,field_name,incorrect_value,judgment,reason
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Consistency between Simulation and Experiment,,FN,原始文本明确指出“实验观察与三维FDTD仿真结果的趋势定性一致”，这是连接模拟和实验结果的重要结论，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Peak Wavelength Movement of Blue LEDs,,FN,原始文本提供了蓝色LED的峰值波长在1mA到20mA电流范围内有2.0 nm蓝移的具体数据，这是一个关键的性能表征，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Peak Wavelength Stability of UV LEDs,,FN,原始文本指出紫外LED的峰值波长在各种注入电流下“非常稳定”，这是一个重要的观察结果，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Funding Sources,,FN,原始文本在“致谢”部分列出了多项资助来源（如国家自然科学基金、广东省科技计划项目等），这是研究背景的重要信息，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Chip Size,,FN,原始文本在实验部分提到LED芯片的尺寸被定义为250 µm × 575 µm，这是一个关键的实验参数，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,FDTD Simulation Model Parameters,,FN,原始文本详细描述了FDTD仿真模型的各项参数（如各层厚度、网格大小、边界条件等），这些是理解和复现仿真的关键信息，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Reason for Lower Voltage in Green LEDs,,FN,原始文本解释了绿色LED电压较低的原因是MQW有源区中更高的铟含量，这是一个重要的解释性结论，但在提取内容中被忽略了。
10.1016j.mssp.2018.01.024.json,154,6,10,0.9625,0.939,0.9506,Missing_Field,Reason for Voltage Reduction with PhCs,,FN,原始文本解释了引入SiO2光子晶体后电压降低的原因是CF4等离子体改善了ITO层的电流扩展能力，这是一个关键的机理解释，但在提取内容中被忽略了。
10.10631.3179413.json,32,1,4,0.9697,0.8889,0.9275,Incorrect_Field,components[2].material_name,Silicon Oxynitride,FP,原文将材料称为 'Si-rich SiOx' 或 'SiOx'，这是一种硅的氧化物，而不是硅的氮氧化物。
10.10631.3179413.json,32,1,4,0.9697,0.8889,0.9275,Missing_Field,Fabrication Method,,FN,文本描述了详细的制造过程，包括使用 PECVD、气体流量比、退火温度和持续时间，这些是关键信息，但 JSON 中缺失。
10.10631.3179413.json,32,1,4,0.9697,0.8889,0.9275,Missing_Field,Pump Source,,FN,文本指明 ASE 测量使用 40 mW 的 325 nm He-Cd 激光器进行顶部泵浦，这是一个关键的实验参数，但在 JSON 中缺失。
10.10631.3179413.json,32,1,4,0.9697,0.8889,0.9275,Missing_Field,Probe Signal for Small-Signal Gain,,FN,文本提到小信号增益测量使用 785 nm 激光二极管探测信号通过 1.5 cm 长的波导，这是理解该特定结果背景的关键信息，但在 JSON 中缺失。
10.10631.3179413.json,32,1,4,0.9697,0.8889,0.9275,Missing_Field,Comparison with Previous Work,,FN,文本将测得的增益和损耗系数（65 cm⁻¹ 增益，5 cm⁻¹ 损耗）与先前的研究进行比较，以突显其更低的损耗，这是一个关键的背景信息，但在 JSON 中缺失。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,Curing Temperature,"180°C, 191°C (two endothermic peaks)",FP,原文指出180°C和191°C是熔融峰，而不是固化温度。固化放热峰在244°C。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,New Peaks,Around 1010 cm⁻¹,FP,原文指出1010 cm⁻¹附近的峰出现在BCBP聚合物中，而不是预聚物中。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,New Peaks,Around 1010 cm⁻¹,FP,原文指出1010 cm⁻¹附近的峰出现在BCBP聚合物中，而不是预聚物中。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,Weight Retention at 500°C in N2,95%,FP,原文指出，对于含5 wt% APPH的聚合物，其5%失重温度（T5%）为521°C，这意味着在500°C时的重量保持率高于95%。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,Limiting Oxygen Index (LOI),Calculated as 45.9,FP,原文指出LOI值45.9是基于含10 wt% APPH的聚合物计算得出的，而不是含5 wt%的聚合物。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,Weight Retention at 500°C in N2,95%,FP,原文指出，对于含10 wt% APPH的聚合物，其5%失重温度（T5%）为538°C，这意味着在500°C时的重量保持率显著高于95%。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Incorrect_Field,Char Yield at 1000°C,~70%,FP,原文指出，在空气气氛下，含10 wt% APPH的聚合物在1000°C的残炭率为0%。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,BHBP synthesis yield,,FN,原文指出中间体BHBP的产率为80%，这是一个关键的实验数据，但在提取内容中被遗漏了。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,BCBP synthesis yield,,FN,原文指出单体BCBP的产率为59%，这是一个关键的实验数据，但在提取内容中被遗漏了。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,BCBP monomer melting point at 180°C,,FN,原文指出BCBP单体在180°C和191°C有两个熔融峰，但提取内容中只包含了191°C，遗漏了另一个关键熔点。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,Polymer curing procedure,,FN,原文详细描述了聚合物的固化加热程序（220°C/2h至380°C/4h），这是制备聚合物的关键步骤，但在提取内容中被遗漏了。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,Conclusion on polymerization mechanism and structure,,FN,原文结论部分指出BCBP单体主要形成了异吲哚啉和酞菁结构，这是关于聚合物核心结构的重要发现，但在提取内容中被遗漏了。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,Basis for LOI calculation,,FN,原文提到LOI值是根据含10 wt% APPH的聚合物在氮气下的残炭率计算的，但这一重要信息在提取内容中被遗漏了。
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,Comparative thermal properties,,FN,"原文将BCBP聚合物的热性能与多种其他聚合物（如BAPh, PAEK-CN等）进行了比较，这是评估其性能优势的关键结论，但在提取内容中被遗漏了。"
10.1002pola.28278.json,88,7,8,0.9263,0.9167,0.9215,Missing_Field,Primary Funding Source,,FN,文本在致谢部分提到了研究的主要资金来源是国家自然科学基金，这在提取内容中被忽略了。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Incorrect_Field,Resonant Frequency Variation with Attached Mass,Higher than defect-free SWBNNT,FP,原文指出，当缺陷靠近固定端时，有缺陷纳米管的谐振频率低于无缺陷纳米管，只有当缺陷移向自由端时才会变得更高。该陈述并非普遍成立。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Missing_Field,有限元模型梁单元参数,,FN,文本在表1中提供了原子尺度有限元模型中梁单元的具体属性（长度、杨氏模量、泊松比、直径），但这些关键参数在提取的JSON中缺失了。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Missing_Field,原子核质量,,FN,文本指明了硼和氮原子核的质量，这些质量被用作有限元模型中的点质量，但此信息在JSON中被遗漏了。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Missing_Field,附加质量范围,,FN,文本明确说明了模拟中使用的附加质量范围（10^-19 kg 至 10^-26 kg），但JSON只提到了质量灵敏度限，遗漏了所研究范围这一关键细节。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Missing_Field,VB与VN缺陷频率差异的纵横比依赖性,,FN,文本描述了在纳米管中间部分，VB和VN缺陷之间的频率差异关系如何随纳米管纵横比的变化而反转，这个关键发现在JSON中缺失了。
10.1016j.sna.2013.04.011.json,59,1,5,0.9833,0.9219,0.9516,Missing_Field,靠近自由端的负频移,,FN,文本提到一个关键发现，即当缺陷位于靠近自由端（90%位置）时，谐振频移变为负值，但此信息在JSON中被遗漏了。
10.1002mop.32118.json,54,0,4,1.0,0.931,0.9643,Missing_Field,Novelty Claim / First Demonstration,,FN,文本明确声明这是首次使用 Sm2O3 薄膜在 EDFL 中产生 Q 开关脉冲，这是论文的一个关键结论，但在提取内容中缺失了。
10.1002mop.32118.json,54,0,4,1.0,0.931,0.9643,Missing_Field,Pump Power for Maximum Performance,,FN,文本指出，最大脉冲能量（26 nJ）和最小脉冲宽度（5.6 μs）是在 88.1 mW 的泵功率下获得的。这一关键操作参数在提取内容中缺失了。
10.1002mop.32118.json,54,0,4,1.0,0.931,0.9643,Missing_Field,Funding Information,,FN,原始文本列出了两个具体的资助来源和赠款编号（RF018B-2018 和 INTI-FITS-01-06-2018），这是研究背景的关键信息，但在提取内容中被忽略了。
10.1002mop.32118.json,54,0,4,1.0,0.931,0.9643,Missing_Field,Performance Comparison with Other SAs,,FN,文本包含一个详细的表格（表 1），将 Sm2O3 SA 的性能与其他材料进行比较，以支持其可比性的结论。这个关键比较在提取内容中缺失了。
10.1103PhysRevLett.126.167401.json,28,1,3,0.9655,0.9032,0.9333,Incorrect_Field,Saturation Effect,Large at high pulse energies (W > 460 pJ),FP,原文指出饱和效应在高脉冲能量（W）下很大，但并未指明 W > 460 pJ 的具体阈值。JSON 添加了此具体条件。
10.1103PhysRevLett.126.167401.json,28,1,3,0.9655,0.9032,0.9333,Missing_Field,Enhancement factor over hydrogenic theory for gs,,FN,文本陈述了关键发现，即饱和常数 `˜gs(0)` 以一个大的因子（7 ± 2）超过了类氢激子理论，但此量化比较在 JSON 中缺失了。
10.1103PhysRevLett.126.167401.json,28,1,3,0.9655,0.9032,0.9333,Missing_Field,Spin anisotropy of exciton-exciton interaction,,FN,"文本报告了一个主要发现，即自旋相反激子之间的相互作用常数（`gx,⊥`）大约是自旋平行激子之间（`gx,∥`）的两倍且为正值，这是一个关键结论，但在 JSON 中缺失了。"
10.1103PhysRevLett.126.167401.json,28,1,3,0.9655,0.9032,0.9333,Missing_Field,Funding sources,,FN,文本在致谢部分列出了几个资金来源（例如，ANR、NSF、ERC），但此信息完全从提取的 JSON 中忽略了。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,Pore size in bundles,Ca. 100 μm,FP,原始文本未提供任何复合材料束内孔隙大小的具体值。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,Crack propagation mode at high temperature,"Second cracks propagation mode: ""matrix extension""",FP,原始文本明确指出，这种“基体扩展”的裂纹扩展模式在Cf/SiC复合材料中不存在。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,Crack deflection behavior at room temperature,Multiple deflection of cracks in SiC matrix,FP,原始文本将SiC基体中的多重裂纹偏转归因于Cf/SiC-SiCnw复合材料（图6），而非Cf/SiC-SiCnw/PyC复合材料。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,Pull-out of SiC nanowires at room temperature,Partially covered by nanowires,FP,原始文本指出，Cf/SiC-SiCnw/PyC复合材料断裂表面的基体区域“完全被纳米线覆盖”。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,SiC nanowire size distribution,"Two sizes of SiC nanowires: one with short rod shapes, relatively small length-diameter ratio, and large deposition density; another with coarse-like structures of about 5 μm",FP,根据原文，此描述适用于Cf/SiC-SiCnw复合材料（图9h），而不是Cf/SiC-SiCnw/PyC复合材料。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Incorrect_Field,Crack propagation mode at high temperature,"Second cracks propagation mode: ""matrix extension""",FP,原始文本在室温（第3.2.2节）而非高温（第3.3.3节）的背景下描述了“基体扩展”模式。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Conclusion on performance improvement,,FN,文本指出，SiC纳米线显著提高了Cf/SiC的强度和断裂韧性，这是研究的核心发现，但在提取内容中缺失。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Mechanism of property improvement,,FN,文本总结，性能改善主要归因于SiC纳米线对裂纹的偏转和桥接，以及纳米线从基体中的拔出和断裂，这一核心机理未被提取。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Mechanism of high-temperature improvement,,FN,文本解释了高温下改善的机理：SiC纳米线的热膨胀系数大于基体，导致其在高温下处于受压状态，拔出时需要更多能量，此关键信息被遗漏。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Percentage increase in high-temperature properties,,FN,文本提到，与常规Cf/SiC相比，添加SiC纳米线的复合材料在1000°C下的弯曲强度和断裂韧性分别高出13.2%和16.1%，这是重要的量化对比结果，但未被提取。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Fabrication method,,FN,文本明确说明所有三种复合材料均通过化学气相渗透（CVI）方法制备，这是理解材料制备的关键背景信息，但被忽略了。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Nanowire growth method,,FN,文本提到采用催化法在Cf/SiC复合材料的基体中原位生长SiC纳米线，这是实验方法的关键部分，但未被提取。
10.1016j.msea.2018.08.005.json,105,6,7,0.9459,0.9375,0.9417,Missing_Field,Funding sources,,FN,文本的致谢部分列出了多个资助来源（如中国国家自然科学基金），这是学术论文的重要信息，但在提取内容中被忽略。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Incorrect_Field,Switching loss,W,FP,原始文本明确指出开关损耗的单位是 W/mm，例如 'The switching loss is increased from 0.861 to 1.11 W/mm'。提取的 JSON 错误地将其单位列为 'W'。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Gate length,,FN,原始文本中提到了晶体管的一个基本物理参数，即栅极长度为 0.5 µm，但在提取的 JSON 中缺失了这一信息。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Key advantage of the simulation technique,,FN,原文明确指出了该仿真技术的一个核心优势，即 'we need no matching and other lumped element networks for studying the large signal behavior'，这一关键发现在提取的 JSON 中被遗漏。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Conclusion on optimal frequency range,,FN,原文得出了一个关于器件性能的重要结论：'the device has best Class-C behavior at low frequencies up to 1 GHz'，这一主要结论在提取的 JSON 中未被包含。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Comparison with Raab's theory,,FN,"原文将其结果与 Frederick H. Raab 的分析进行了对比，指出其结果与 'maximum achievable eﬃciency depends not upon the class of operation, but upon the number of harmonics employed' 的理论相悖。这一重要的背景和对比信息在提取的 JSON 中缺失。"
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Complete switching loss data at different voltages,,FN,对于2 GHz和3 GHz，原文提供了在不同漏极电压下的两个开关损耗值（例如，在2 GHz时为0.861 W/mm和1.11 W/mm）。提取的JSON只包含了一部分数据（如2 GHz的0.861 W/mm和3 GHz的1.52 W/mm），遗漏了在更高漏极电压下的损耗值（2 GHz的1.11 W/mm和3 GHz的1.16 W/mm），因此未能完整反映开关损耗随电压增加而增加的关键发现。
10.1016j.sse.2007.09.022.json,27,1,6,0.9643,0.8182,0.8852,Missing_Field,Source of the transistor structure,,FN,原文在致谢部分提到晶体管结构由瑞典国防研究局（FOI）提供，这是关于研究材料来源和合作背景的关键信息，但在提取的 JSON 中被忽略了。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Incorrect_Field,Total waveguide length,About two-thirds that of the proposed system,FP,原文指出，所提出的8x8开关的总波导长度（290 mm）是传统单MZI交叉矩阵开关的三分之二。这意味着传统开关的长度是新型开关的1.5倍，而不是三分之二。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,Switching time,,FN,文本提到开关时间约为2毫秒，这是评估该技术在光通信系统中适用性的一个关键性能指标，此信息在提取内容中被遗漏。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,Fabrication process details (FHD and RIE),,FN,文本指出器件是使用火焰水解沉积（FHD）和反应离子蚀刻（RIE）的组合制造的，这些是制造工艺中的关键细节，但在提取内容中缺失。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,EDFA gain band range (1530-1560 nm),,FN,文本明确指出了工作波长带宽覆盖了1530-1560 nm范围，这是一个关键的具体数据点，而不仅仅是泛指的“EDFA增益频带”。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,System requirement for extinction ratio,,FN,文本提到，对于1 dB的系统代价，需要超过35 dB的消光比。这个系统级要求为器件的高消光比结果提供了重要的背景，但它被遗漏了。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,Commercial availability of reference switch,,FN,文本指出，具有约30 dB消光比和约7 dB插入损耗的8x8矩阵开关已经商用。这个背景信息对于理解研究的创新性和市场相关性很重要，但在提取内容中被忽略了。
10.110950.774253.json,80,1,6,0.9877,0.9302,0.9581,Missing_Field,Estimated MXR range and average value,,FN,文本提供了估计的MXR范围（-43.3到-48.4 dB）和平均值（-46.0 dB），这些是描述串扰性能的关键数据，但提取内容中只包含了最差情况值。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Incorrect_Field,Drain current (ID) at 300K,470 mA/mm,FP,原文指出，InP pHEMT 在 300 K 下的最大漏电流为 630 mA/mm，而不是 470 mA/mm。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Incorrect_Field,Drain current (ID) at 10K,510 mA/mm,FP,原文指出，InP pHEMT 在 10 K 下的最大漏电流为 890 mA/mm，而不是 510 mA/mm。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Incorrect_Field,Drain current (ID) at 300K,510 mA/mm,FP,原文指出，GaAs mHEMT 在 300 K 下的最大漏电流为 470 mA/mm，而不是 510 mA/mm。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Incorrect_Field,measurement_method,Hall measurement,FP,原文提供了 300 K 下的载流子密度和迁移率值，但没有明确说明测量方法为霍尔效应测量。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Missing_Field,Publication metadata,,FN,文本包含关键信息，如作者、所属机构、期刊名称、卷、年份、页码和 DOI，这些在提取的 JSON 中被忽略了。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Missing_Field,Funding sources,,FN,在致谢部分，文本列出了多个主要资金来源，包括 VINNOVA 和几家公司/机构，但此信息在提取内容中缺失。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Missing_Field,Epitaxial structure provider,,FN,文本指出外延结构由 Intelliepi 生长，这是关于材料来源的一个关键细节，但在提取内容中被忽略了。
10.1016j.sse.2013.10.004.json,102,4,4,0.9623,0.9623,0.9623,Missing_Field,Main conclusion,,FN,文本有一个总结性的结论部分，指出在 InP 上生长的 HEMT 在冷却时表现出更优越的性能，原因是更好的电子限制，这一综合发现在提取的 JSON 中没有被明确捕捉到。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Incorrect_Field,Radius of Curvature,1.823 μm,FP,原始文本指出的值为 1.823 mm。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Incorrect_Field,Outer Boundary Radius,0.912 μm,FP,原始文本指出的值为 0.912 mm。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Incorrect_Field,Bend Radius,2.0 μm,FP,原始文本指出的值为 2.0 mm。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Incorrect_Field,Reflection Coefficient,30%,FP,原文指出 30% 的反射率属于激光器芯片的一端，而不是微反射镜，且未指明微反射镜的反射率。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Waveguide Deposition Method,,FN,文本提到 SiO2 和 SiON 层是使用 PECVD Plasmalab80+ 设备沉积的，但提取的 JSON 中缺少此关键制造细节。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Waveguide Annealing Process,,FN,文本描述了在氩气气氛中于 1150 °C 下退火两小时的关键步骤，但此信息被遗漏。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Shortest Waveguide Length,,FN,文本提供了 5729 μm 的最短波导长度，这是为将器件装入 10 x 10 mm 芯片而做出的关键设计选择，但此参数缺失。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Adiabatic Junction Specifications,,FN,文本详细说明了长度 110 μm、初始宽度 6.5 μm 的绝热连接，这是为容纳器件的重要设计细节，但被遗漏。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Angle Between Focusing Elements,,FN,文本提到 24.628° 的夹角是特意选择的，以使整个器件能装入芯片，但这个设计参数未被提取。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Laser AR Coating Reflectivity,,FN,文本指出激光器芯片的 AR 涂层反射率为 0.5%，这是激光器配置的一个关键参数，但在提取内容中被遗漏。
10.1070QE2005v035n12ABEH013044.json,62,4,7,0.9394,0.8986,0.9185,Missing_Field,Tunable Radiation Source for Measurements,,FN,文本指出使用了 EXFO IQ-206 作为可调谐辐射源进行测量，但此表征设置的组成部分缺失了。
10.1016j.ijimpeng.2011.06.002.json,160,1,4,0.9938,0.9756,0.9846,Incorrect_Field,system_name,"Gold Rod (1.0 mm diameter, 50 mm length)",FP,原始文本描述了两种金杆：直径 1.0 mm、长度 70 mm 和直径 0.75 mm、长度 50 mm。文本没有提及或暗示直径 1.0 mm 和长度 50 mm 的组合。
10.1016j.ijimpeng.2011.06.002.json,160,1,4,0.9938,0.9756,0.9846,Missing_Field,Updated penetration velocity regression equation,,FN,文本提出了一个贯穿整个数据集的关键最终方程（u = -0.3662 + 0.7165vp），该方程将金杆的穿透速度与撞击速度相关联。这个核心定量发现在 JSON 中缺失了。
10.1016j.ijimpeng.2011.06.002.json,160,1,4,0.9938,0.9756,0.9846,Missing_Field,Explanation for similar penetration rates,,FN,文本提出一个核心假设来解释为什么完整和预损坏陶瓷的穿透速率没有差异：因为损伤前锋的传播速度比杆快，所以在撞击后，杆总是穿透已损坏的材料。这个主要结论在 JSON 中缺失了。
10.1016j.ijimpeng.2011.06.002.json,160,1,4,0.9938,0.9756,0.9846,Missing_Field,Explanation for data scatter,,FN,文本得出结论，观察到的数据分散很可能是由于脆性材料在穿透过程中固有的失效动力学变异性所致。这个对实验结果特征的重要解释在 JSON 中被遗漏了。
